pc1,pc2,pc3,pc4,class
-0.5179839945726009,0.6200076199464816,0.009090847646335904,-0.8084694574111092,1
-0.3062571015094786,-0.23044459590059152,-0.01239829661248627,0.3233268537917237,1
-1.457380573919368,-0.45972534407883103,-0.023373873929047762,-1.6112267466687658,1
-0.7683106455187966,-0.18528263720650295,-0.006286100667003245,-0.41558366206101877,1
-0.5355212165878348,0.15345005826357794,0.001416252262027747,-0.27679033592083907,1
-0.3101541089737891,0.2751478884713364,-0.004660722941659906,0.5479820024848188,1
-0.0548076799723395,-0.24540683557404075,-0.0035979084556748563,-0.7588932928567093,1
-0.04841755506242609,-0.19759631261403082,-0.008055903905188589,0.4356028468320226,1
0.4614914480702592,1.043021988367861,0.010433423732264214,0.9453076008121907,1
-0.2936421311522919,0.09836103294123776,-0.0006369393919317799,-0.3669953346328905,1
-0.37624350547438734,0.05042934657216491,-0.00851706486042489,0.5137234513969151,1
-0.18919480743907144,-0.19690754144065517,-0.008519134147541596,0.14288741922607265,1
-1.429559110045016,-0.9975089547219127,-0.01211680859993607,-0.725779375689423,1
-0.44461859149299987,-0.12862793754881865,-0.013660578209174393,1.228006355033922,1
-0.1755836130245779,-0.011715873777815107,-0.008630278254228931,0.5607708079301764,1
-0.440940631217382,-0.007452703625791354,-0.0025326481964441615,-0.4195197792308344,1
-0.9528913044323005,-1.3284497803511681,-0.030866501716883613,1.39204943422712,1
-0.1923121436037209,-1.0337513793620388,-0.023605528613100484,0.4756578092763854,1
0.9123101712902211,1.625847903786173,0.030504703783233833,-1.836434078369856,1
-0.5232282156405209,0.29703419948751225,0.005906974741253176,-0.6485530298069574,1
-0.2957569743910789,-0.11962245159472872,-0.0032481090684643842,-0.5291302731294173,1
0.22602350882446912,1.0669432659543736,0.013491865475363239,0.05563195437669692,1
-0.8477201432110205,0.22762972881121027,0.0003552468394912229,0.45905724377080154,1
-0.9359356875062992,0.3574357857887194,-0.0008133087611922328,0.7115388376424018,1
-0.48550697148979743,-0.14945594738983345,0.0002494199040248369,-0.824442746113801,1
0.2804231271390298,-0.43527919081364963,-0.007943487571583292,-0.6469279265002853,1
-0.423182281621797,-0.038361934708680066,-0.010559576240626069,0.7087553525202038,1
0.5693172675572639,-1.7193426246438634,-0.024051638035191034,1.2759019397945148,1
-0.622414973006622,-0.08379553245148458,-0.0062974498524393085,-0.41272020697239403,1
-0.8168241483303275,-0.2838260594884788,-0.0054040509564376275,-0.3695671602561961,1
-0.24273311621603857,0.16309778456135224,0.0013193255714499235,-0.3683018551679619,1
-0.13313449890682863,0.30465072747962796,-0.005056566761886745,0.29104009167665373,1
-0.13404597050900136,2.4465507335318004,0.02742571749489435,-1.826609195517176,1
-0.24086035251033996,0.29003779134857677,-0.005158268816899464,0.33440143844703624,1
-1.2416164884903313,0.7489843336781685,0.003727872962098804,0.7397569969321751,1
-0.4480096675483263,0.7924321710159421,0.014339462793881623,-1.1760545804480314,1
-0.015314405918288875,0.16233207226446014,-0.0033370691143843265,0.24254043100747005,1
-0.40804823294682707,0.1463616461177172,-0.004979586390527071,0.4325117997874823,1
-0.06559574915577239,0.2849914149027694,0.002021934985465866,-0.5445771028271624,1
-1.0189544065912453,-0.8050404626035385,-0.023748557903328894,1.4102123226759846,1
0.20301589246457796,1.1004187154329392,0.004791558339178076,0.12268507576494983,1
-0.2177105837463325,0.40539971170077815,-0.0027742041590197984,0.5032386973664509,1
0.06774325086297181,-0.15647109405752968,0.006536014686847665,-1.4545760152053406,1
-0.3297829786917348,-0.08073420138410184,0.0005986051745696432,-0.6501006055282127,1
2.5118356951680303,1.972553968388038,0.03904290490860732,-1.5055697435069804,1
0.4654711449535807,0.2502011074567083,-0.00460855393650192,0.6698901997055842,1
-0.3510535155583911,-0.04788426124420118,-0.005527643776264056,0.13833863771295102,1
-0.6632044333485514,-0.2771025477001544,-0.0057130826657107465,-0.4426977885361253,1
-0.6773686975497343,-0.7145803388038104,-0.018167552957880674,0.5879515629891737,1
0.11252180415596352,1.125652753007055,0.02583463668881525,-0.93389631970116,1
-0.13863698840445574,0.36716074358911194,-0.00210889720862937,0.5979121006879662,1
-0.5402063473099107,-0.1941838709899993,-0.004864241130337076,-0.11749802413302028,1
-1.1023139947863105,-0.6352519386609504,-0.0048919502593945206,-1.175379530742086,1
-0.016469098450090626,0.0868698866883567,-0.010608197220255109,0.6252528721630568,1
-0.13290131768932367,0.14631183628761835,-0.006969014843018606,0.6376228259653453,1
0.19766659961392188,-0.20726060455393527,-0.007901023550632016,0.306859863139709,1
-1.559484914286423,-0.7475295652192333,-0.016210533569531827,-0.3208913260558977,1
-0.6705289533488009,-0.013251868121160948,-0.004586775829466374,-0.26370100277587266,1
0.12953180632720518,0.03227226190408402,-0.010507858271512165,0.7119394782150521,1
-0.2366333163066671,-0.02497795605374239,-0.003656394517919293,-0.205958150193003,1
0.14076936256703815,1.1762465371561681,0.022082755794771772,-0.32415277815813465,1
-0.13865919628910595,-0.17157787453217346,-0.0006026140257243983,-0.7582953818258976,1
-0.5723363123793471,-0.20048393071524576,0.0022399285916546822,-1.1970061211976901,1
-0.5465231251990573,-0.18328285989207527,-0.011929663114004736,0.7125062476199701,1
-0.1643362579615699,0.06195849736714452,0.0031349868816199014,-0.9138543883935807,1
0.13792199543770114,-0.10478640609920833,-0.0035420383090574168,0.31685020002346764,1
-1.0509910673851401,-0.11226505453326532,-0.01305084500751553,0.27699304516030665,1
0.19394854777859524,-2.230054796086094,-0.04603822209877989,2.7669659843699677,1
-0.4718287611220454,-0.24754411554069772,-0.013616239996513834,0.6924186426632025,1
-0.13070300552026756,-0.7072545202828452,0.0070686325811019175,0.8022022843753257,1
-1.4167277633480768,-0.7227731458156212,-0.020015181936880955,0.09124793101976118,1
-0.5194414055572572,-0.08038263944208335,-0.009056711847171592,0.3159340272595078,1
-0.3981878178450031,-0.30055400834832674,-0.0010156743387868636,-0.9630306596161681,1
1.2108608498895477,2.636864289313878,0.016633862467962453,1.6325666671400345,1
0.40433214758248376,0.19510437739374495,-0.0008505832029563017,-1.1785865525896448,1
0.37538167123393607,0.7300470451953894,-0.003701366127257328,0.7912406440552082,1
-0.6687645806619532,-0.3056168018752467,0.0018804521346753992,-0.921264487040541,1
0.049650022690290375,0.0023031429534438584,-0.004908503685826274,-0.28538550931113554,1
-0.5310213396851499,-0.11626357523373385,0.000863556862403475,-0.8617579127335809,1
-0.4942358530992821,0.06486557028022472,-0.0072294755858524655,0.3249348724133627,1
0.35669444611847645,-3.1430921719991716,-0.025778303953974926,-1.6043664869152945,1
-1.131821589447714,-0.7339597940807678,-0.018722622604483572,0.53520663381655,1
0.8145564486960257,0.8474009355284158,0.0009650226794774151,1.0778081142750808,1
-0.08025996719503267,0.13531911931314106,0.004246915911230748,-0.9913773657268061,1
-0.21146897422725244,0.6111764009374029,-0.0019183437735861817,0.32010681132388674,1
-0.47578353870382867,-1.6494675606019071,-0.024368225448942366,0.0941645936532366,1
-0.8074200694354854,-0.49261123344281066,-0.01186018688252013,-0.061169553026449136,1
0.09514929966815766,0.14641939379551627,-0.010952155723983536,0.3578955572747376,1
-2.412615435044297,2.1749872599445874,0.04900687991409286,-1.925728193366502,1
-1.617190898129889,-0.8008286305181849,-0.021689017174595558,0.18325597764585005,1
-1.4170866590276519,-0.33546480148091923,-0.012193818407286595,0.1616605595531379,1
-0.7325138608389425,-1.1916551670464408,-0.02565370184647386,0.8004154144895373,1
-0.5625450788560775,0.8635575770991629,0.0003865268609534749,1.1713056338919396,1
-1.1937765222867152,-0.7932301647956278,-0.009996688487587444,-0.6391776798856506,1
0.4616583961204992,0.9871078845174781,0.0025261128735155317,1.0732961850349412,1
-1.1382718565203604,-0.6882963252511511,-0.009686045739836084,-0.6174042921167623,1
0.1479038195290762,1.579359262799428,0.02087420424702489,-0.40963750887872963,1
-0.6222869929693898,0.5214481980027017,0.016001344989932456,-1.3597585430902193,1
0.22622438861028019,0.11366826645167478,-0.013155284420841929,0.8539978512605306,1
-0.7189294685205975,-0.25028395739681025,-0.003879836079838825,-0.11761952352995146,1
-0.9143564434562634,-0.5508944414635417,-0.0102832028494717,-0.08915380507511778,1
-0.7128725952302969,-0.10820870906892799,-0.010514099420495939,0.4117233618014905,1
