f1,f2,f3,f4,f5,f6,f7,class
0.4135472350251505,-0.3768000391290439,-0.0006072448569105347,0.003992922265075996,-0.17888141330462498,0.6015257065351586,0.7831059997840986,1
-0.18654825042297304,0.016084797809675734,-0.6076995746735258,0.004890881428372435,-0.12090835522673785,0.018202043368785156,-0.2478348265138096,1
0.20772992137949192,0.09758163693240286,-0.9164974037003516,0.024276930733048548,-1.1213334113317155,0.1852268388859404,1.7784971421517777,1
0.01983702687073599,-0.1551216956623967,-0.9132397828486682,0.004130553285409219,-0.2070220317117958,0.18759238577334386,0.5342582148320733,1
0.09218461033762236,-0.5087390106235004,-0.07720087160518563,0.003569379920216868,-0.31186067808395795,0.011691008880388787,0.3565097964607169,1
0.1830828726410122,-0.27522340729839434,-0.17773000694012303,0.0040131681857153685,-0.1600772862631202,0.17916230754543833,-0.5322322953960641,1
-0.3071262822407703,0.2211532511053862,-0.07288284154089933,0.0039405019676237475,-0.1735638931476243,0.03701129317929713,0.7831059997840986,1
0.02644098540870597,-0.10124604735265648,0.05490339417158314,0.004187422563434361,-0.12689541039691787,-0.3741230672399247,-0.39003356095493663,1
1.4305941273630844,-0.12367472575010265,1.7325256337722037,0.003479915977325422,-0.18258985964124635,-0.03239067675882657,-1.20767628495126,1
0.08330381983842773,-0.15952835383542613,-0.11181343489055978,0.004174729447333784,-0.13493487674976745,0.13487905285367474,0.3920594791111578,1
0.31029941596292737,-0.0009386565131396592,-0.4257018740649171,0.004226177430305764,-0.17107424561976398,0.13187378400279484,-0.4966826114658349,1
-0.06238167066726597,0.10875667951042488,-0.2314146382463001,0.003750067635016668,-0.23071624355504164,-0.06224660114370634,-0.1056360907928938,1
0.2081944759918989,-0.27482637268732363,-1.6404854034626846,0.0035353712488349408,-0.3688967466452036,-0.5260033457927914,1.0319537847361244,1
-0.2253778632130664,-0.39802283479604794,-0.41660198895637546,0.003100698315158257,-0.4149513263964564,-0.24057157885942476,-1.101027233160573,1
-0.0036642601756770904,-0.06654713749738482,-0.1104508183710249,0.004082321200391912,-0.2477528689634553,-0.048216729412692366,-0.5322322953960641,1
0.007137309319846595,-0.04169720949261695,-0.30473998770068145,0.0035179714451753345,-0.3072302218365532,0.1960343175266318,0.4631588469716155,1
-0.4436646514455625,-0.3186422553861979,-1.5979325190809128,0.0038712201312407976,-0.3799136821444414,-1.1066252309121822,-1.0299278665799037,1
-0.819017813217683,0.4898264881708155,-0.7446125287534776,0.0029391168632304484,-0.4957354594953558,-0.5009196248309079,-0.31893419309447896,1
0.12329395968248907,-0.06541487241640095,1.6648917138838988,0.003248562073454457,0.4597976245011254,1.3759941378889458,1.4940996732695235,1
0.10899907465194182,-0.5889803032092898,0.041739346967457326,0.0037929457510561615,-0.2559040018824659,0.13378251038690528,0.7120066319236408,1
0.08503455879575125,0.24536483899489325,-0.10152401869208467,0.003499707705102416,-0.3964799789969767,0.11456959624512925,0.5342582148320733,1
0.4965239148333972,-0.4905958982434159,1.4009868128222296,0.003894708058242656,-0.2847805612750928,0.31828884458405604,-0.2122851425835804,1
1.4386017773954736,-0.4752370301218773,-0.2885259473819968,0.0038688661103090712,-0.12849913316273756,-0.2219117025242757,-0.4255832436053771,1
0.4611844111756608,-1.068190503211222,-0.3457109491691532,0.0036798115470935686,-0.3330160653748475,-0.1175713111452808,-0.5677819793262923,1
-0.10567636387711052,-0.2871266902197128,-0.21176536120031614,0.0038194428962504546,-0.2577838938510466,-0.07042253118798644,0.9253047342252259,1
-0.3003763966867499,0.7429440112854181,0.021026069679478742,0.0038618644739572476,-0.11585479441671792,0.002664804841346473,0.6053575814127422,1
0.013989245471737658,-0.1808879700653684,-0.3390863487478933,0.004196937805169946,-0.3779411071387667,-0.04493955456588301,-0.6388813459069623,1
0.18440276372068107,-0.09147189505902567,0.3609674979163961,0.006013722561746214,0.4784749527587825,-2.600657787023069,-1.065477549230344,1
0.22476472950153795,-0.2480444332354987,-0.3600906410581865,0.00823350917844057,-0.29232093729022673,-0.032340322240323884,0.4987085309018444,1
0.14244160664918534,-0.16803436153074386,-0.6511308443203863,0.0032174483857464525,-0.4490080243777405,-0.0742190155290919,0.4987085309018444,1
-0.045419046889237945,-0.2412588665326631,0.1557494008777931,0.0035430552985722718,-0.2925467129393974,0.09541130799526323,0.3920594791111578,1
0.12473721771669395,-0.04698853617827453,-0.311253319847092,0.0049671443842621114,0.09513991057089896,0.4177995971769583,-0.31893419309447896,1
0.11774267211487165,0.013743909016197856,0.2663126388657052,0.004987700884664347,-0.02855136830245905,3.1259674580276386,1.4585499893392948,1
0.02682489858609076,-0.004685385789657501,-0.15906545774570446,0.003904487502038861,-0.2911129577324427,0.40602592478320265,-0.3544838770247078,1
-0.4176593189328798,-2.051272149583609,-0.5444489654521265,0.003411603793049037,-0.3881740125557607,0.16886064560829947,-0.461132927535606,1
-0.3024418380873904,-0.8778120860524249,0.321610602615324,0.004093503382813881,-0.2744661624148696,0.6401752703546071,1.20970220310748,1
0.02350332344431556,-0.15859883080706416,0.1806746754844308,0.004408922298847518,-0.107131689644091,0.007574548247074728,-0.2478348265138096,1
-0.00482462762340519,-0.488648204694505,-0.21176536120031614,0.004412305220296231,-0.2023185811721683,-0.008056937533642863,-0.3544838770247078,1
0.02126783306862721,0.0214981357886692,0.1960074961451912,0.004233455209907347,-0.16679928416641354,0.35683260616169393,0.4987085309018444,1
-0.138323825295394,-0.04936639362486325,-1.303656322899709,0.0005389455953985794,-0.7816279231089566,-0.496050629506644,-1.1721266010210307,1
0.16113721254060018,0.046092068019590315,0.3967528598444248,0.004793748179938396,-0.007667568949113519,1.143333250151381,-0.31893419309447896,1
0.27100097437671833,-0.1869317219664747,0.011139757465857872,0.003983835259985662,-0.1890022199674899,0.2851856136955915,-0.5322322953960641,1
0.1586193466017661,0.2106499577533784,0.5444654312477785,0.0034247077922041963,-0.13850211294382556,-0.16559403159399644,1.4230003054090652,1
0.006450642482973925,-0.21973969875820015,0.02728610354775404,0.003876496747859666,-0.24900133158272825,-0.11349391633094667,0.7120066319236408,1
0.4807445826504124,0.8001004428350075,4.466716046783722,0.0027901201599318157,0.03668603537543539,0.8563055428342935,0.8186556837143281,1
0.17857618751489548,-0.08822085931648478,0.5249999559588125,0.005988257921483665,0.2858174702914317,-0.14130142253835848,-0.7455303964178605,1
-0.054142898051771235,-0.2122933353056808,-0.2260960367879221,0.003625390258113932,-0.2585042347789791,-0.04308470553283968,-0.0700864081424533,1
-0.008673168516529037,-0.19741013636295626,-0.7015522354595989,0.00408626128133166,-0.2043641948530052,-0.03527591327419252,0.5698078974825134,1
-0.06110396356772683,-0.14833622903901475,-0.9907010655160932,0.004508469951311195,-0.2446380653601218,-0.5394820681704174,-0.39003356095493663,1
2.445291555682425,0.061080204501693,1.8855830769719255,0.004372450087036797,-0.1093945201607794,0.09742244473440773,0.6053575814127422,1
-0.014558957617374113,-0.314381597203011,0.37752688319918254,0.0031391888470430024,-0.4521757931985903,0.08430375291322145,-0.6033316619767334,1
0.008350968424121008,-0.1881031260803624,-0.17773000694012303,0.0032129525198479674,-0.5294650475732318,-0.18761238984925735,0.21431106201958955,1
0.23318218308704736,0.024406728519433915,-1.0134870411229744,0.0029797661611813816,-0.5071462122740928,-0.14859912068505834,1.3519009375486075,1
0.105462891328585,0.3092799427613009,-0.21176536120031614,0.0045546441283757615,-0.13505618896557198,0.26621543590978924,-0.6744310298371912,1
0.16385341243373866,-0.10735916925238004,-0.04754477664753254,0.0043829784101275335,-0.14070045504949802,0.035862495037089104,-0.6388813459069623,1
0.07661191928226256,0.16789356444799788,0.228521775547983,0.0045176891638689905,-0.03052540503477855,-0.33333918822669484,-0.31893419309447896,1
0.18631145751611689,-0.2196896107343204,-2.209889699109058,0.004377568692161754,-0.21222491019051384,0.009882921662956541,0.6053575814127422,1
